,load_kw,pv_kw,grid_import_kw,batt_charge_kw,batt_discharge_kw,batt_soc_kwh,price_dkk_per_kwh,co2_g_per_kwh,Tout_C
2025-09-25 01:10:00,0.865709441327153,0.0,3.865709441327153,3.0,0.0,4.3725,1.8815523496197344,173.70264394014185,11.316666666666666
2025-09-25 01:11:00,0.8664058802000731,0.0,3.866405880200073,3.0,0.0,4.42,1.8889681471918167,173.80833602853772,11.308333333333334
2025-09-25 01:12:00,0.8671024890190336,0.0,3.8671024890190338,3.0,0.0,4.4675,1.8963500778748015,173.9154786963877,11.3
2025-09-25 01:13:00,0.8677992678462476,0.0,3.8677992678462476,3.0,0.0,4.515000000000001,1.9036976808657895,174.02406990384983,11.291666666666668
2025-09-25 01:14:00,0.868496216743959,0.0,3.868496216743959,3.0,0.0,4.562500000000001,1.911010498204968,174.13410758350406,11.283333333333333
2025-09-25 01:15:00,0.8691933357744416,0.0,3.8691933357744417,3.0,0.0,4.610000000000001,1.9182880748145026,174.24558964039156,11.275
2025-09-25 01:16:00,0.8698906249999999,0.0,3.869890625,3.0,0.0,4.6575000000000015,1.925529958537413,174.35851395205464,11.266666666666667
2025-09-25 01:17:00,0.8705880844829691,0.0,3.870588084482969,3.0,0.0,4.705000000000002,1.9327357001764376,174.47287836857726,11.258333333333333
2025-09-25 01:18:00,0.8712857142857143,0.0,3.8712857142857144,3.0,0.0,4.752500000000002,1.9399048535328935,174.58868071262572,11.25
2025-09-25 01:19:00,0.8719835144706313,0.0,3.871983514470631,3.0,0.0,4.8000000000000025,1.947036975445528,174.70591877949033,11.241666666666667
2025-09-25 01:20:00,0.8726814851001464,0.0,3.8726814851001463,3.0,0.0,4.847500000000003,1.9541316258293715,174.82459033712735,11.233333333333334
2025-09-25 01:21:00,0.8733796262367168,0.0,3.8733796262367166,3.0,0.0,4.895000000000003,1.9611883677145954,174.9446931262013,11.225
2025-09-25 01:22:00,0.8740779379428292,0.0,3.874077937942829,3.0,0.0,4.9425000000000034,1.9682067672853707,175.0662248601282,11.216666666666667
2025-09-25 01:23:00,0.8747764202810018,0.0,3.8747764202810018,3.0,0.0,4.990000000000004,1.9751863939187442,175.18918322511905,11.208333333333334
2025-09-25 01:24:00,0.8754750733137829,0.0,1.5070540206819663,0.6315789473681833,0.0,5.0,1.982126820223525,175.31356588022388,11.200000000000001
2025-09-25 01:25:00,0.8761738971037517,0.0,0.8761738971037517,0.0,0.0,5.0,1.9890276220791911,175.4393704573761,11.191666666666666
2025-09-25 01:26:00,0.8768728917135175,0.0,0.8768728917135175,0.0,0.0,5.0,1.9958883786748216,175.56659456143802,11.183333333333334
2025-09-25 01:27:00,0.8775720572057205,0.0,0.8775720572057205,0.0,0.0,5.0,2.0027086725480503,175.69523577024606,11.175
2025-09-25 01:28:00,0.8782713936430316,0.0,0.8782713936430316,0.0,0.0,5.0,2.009488089624059,175.82529163465702,11.166666666666668
2025-09-25 01:29:00,0.8789709010881526,0.0,0.8789709010881526,0.0,0.0,5.0,2.0162262192546025,175.9567596785947,11.158333333333333
2025-09-25 01:30:00,0.8796705796038151,0.0,0.8796705796038151,0.0,0.0,5.0,2.022922654257078,176.08963739909706,11.15
2025-09-25 01:31:00,0.8803704292527821,0.0,0.8803704292527821,0.0,0.0,5.0,2.0295769909536396,176.22392226636384,11.141666666666667
2025-09-25 01:32:00,0.8810704500978475,0.0,0.8810704500978475,0.0,0.0,5.0,2.0361888292103654,176.3596117238048,11.133333333333333
2025-09-25 01:33:00,0.8817706422018349,0.0,0.8817706422018349,0.0,0.0,5.0,2.042757772476479,176.49670318808813,11.125
2025-09-25 01:34:00,0.8824710056275996,0.0,0.8824710056275996,0.0,0.0,5.0,2.0492834278236383,176.6351940491901,11.116666666666667
2025-09-25 01:35:00,0.8831715404380276,0.0,0.8831715404380276,0.0,0.0,5.0,2.0557654059852846,176.77508167044425,11.108333333333334
2025-09-25 01:36:00,0.8838722466960353,0.0,0.8838722466960353,0.0,0.0,5.0,2.0622033213960713,176.91636338859192,11.1
2025-09-25 01:37:00,0.8845731244645698,0.0,0.8845731244645698,0.0,0.0,5.0,2.0685967922313666,177.05903651383295,11.091666666666667
2025-09-25 01:38:00,0.8852741738066096,0.0,0.8852741738066096,0.0,0.0,5.0,2.0749454404468417,177.20309832987655,11.083333333333334
2025-09-25 01:39:00,0.8859753947851634,0.0,0.8859753947851634,0.0,0.0,5.0,2.0812488918181464,177.3485460939935,11.075000000000001
2025-09-25 01:40:00,0.8866767874632714,0.0,0.8866767874632714,0.0,0.0,5.0,2.0875067759806867,177.495377037068,11.066666666666666
2025-09-25 01:41:00,0.8873783519040038,0.0,0.8873783519040038,0.0,0.0,5.0,2.0937187264694974,177.64358836365057,11.058333333333334
2025-09-25 01:42:00,0.8880800881704628,0.0,0.8880800881704628,0.0,0.0,5.0,2.099884380759225,177.79317725201116,11.05
2025-09-25 01:43:00,0.8887819963257807,0.0,0.8887819963257807,0.0,0.0,5.0,2.106003380304223,177.94414085419297,11.041666666666668
2025-09-25 01:44:00,0.889484076433121,0.0,0.889484076433121,0.0,0.0,5.0,2.11207537057877,178.09647629606667,11.033333333333333
2025-09-25 01:45:00,0.890186328555678,0.0,0.890186328555678,0.0,0.0,5.0,2.11810000111741,178.25018067738495,11.025
2025-09-25 01:46:00,0.8908887527566772,0.0,0.8908887527566772,0.0,0.0,5.0,2.124076925555427,178.405251071838,11.016666666666667
2025-09-25 01:47:00,0.8915913490993751,0.0,0.8915913490993751,0.0,0.0,5.0,2.1300058016694585,178.56168452710904,11.008333333333333
2025-09-25 01:48:00,0.8922941176470588,0.0,0.8922941176470588,0.0,0.0,5.0,2.1358862914182533,178.71947806493057,11.0
2025-09-25 01:49:00,0.8929970584630469,0.0,0.8929970584630469,0.0,0.0,5.0,2.141718060983578,178.8786286811411,10.991666666666667
2025-09-25 01:50:00,0.8937001716106888,0.0,0.8937001716106888,0.0,0.0,5.0,2.1475007808112885,179.03913334574224,10.983333333333334
2025-09-25 01:51:00,0.8944034571533652,0.0,0.8944034571533652,0.0,0.0,5.0,2.1532341256525567,179.20098900295665,10.975
2025-09-25 01:52:00,0.8951069151544875,0.0,0.8951069151544875,0.0,0.0,5.0,2.158917774605275,179.36419257128586,10.966666666666667
2025-09-25 01:53:00,0.8958105456774984,0.0,0.8958105456774984,0.0,0.0,5.0,2.1645514111556343,179.52874094356918,10.958333333333334
2025-09-25 01:54:00,0.8965143487858719,0.0,0.8965143487858719,0.0,0.0,5.0,2.1701347232198875,179.69463098704279,10.950000000000001
2025-09-25 01:55:00,0.8972183245431129,0.0,0.8972183245431129,0.0,0.0,5.0,2.175667403186299,179.8618595433994,10.941666666666666
2025-09-25 01:56:00,0.8979224730127575,0.0,0.8979224730127575,0.0,0.0,5.0,2.181149147957297,180.03042342884834,10.933333333333334
2025-09-25 01:57:00,0.8986267942583731,0.0,0.8986267942583731,0.0,0.0,5.0,2.1865796589918243,180.2003194341762,10.925
2025-09-25 01:58:00,0.8993312883435582,0.0,0.8993312883435582,0.0,0.0,5.0,2.1919586423479,180.37154432480804,10.916666666666668
2025-09-25 01:59:00,0.9000359553319426,0.0,0.9000359553319426,0.0,0.0,5.0,2.1972858087253933,180.54409484086864,10.908333333333333
2025-09-25 02:00:00,0.9007407952871871,0.0,0.9007407952871871,0.0,0.0,5.0,2.202560873509027,180.7179676972449,10.9
2025-09-25 02:01:00,0.901304791830322,0.0,0.901304791830322,0.0,0.0,5.0,2.2077835568115987,180.89315958364836,10.893333333333334
2025-09-25 02:02:00,0.9018688991456348,0.0,0.9018688991456348,0.0,0.0,5.0,2.2129535835174434,181.06966716467792,10.886666666666667
2025-09-25 02:03:00,0.902433117265763,0.0,0.902433117265763,0.0,0.0,5.0,2.2180706833261334,181.2474870798838,10.88
2025-09-25 02:04:00,0.9029974462233572,0.0,0.9029974462233572,0.0,0.0,5.0,2.2231345907964233,181.426615943831,10.873333333333333
2025-09-25 02:05:00,0.9035618860510805,0.0,0.9035618860510805,0.0,0.0,5.0,2.228145045390448,181.60705034616427,10.866666666666667
2025-09-25 02:06:00,0.9041264367816092,0.0,0.0,0.0,0.9041264367816092,4.984138132688042,2.2331017915181754,181.78878685167263,10.86
2025-09-25 02:07:00,0.9046910984476321,0.0,0.0,0.0,0.9046910984476321,4.968266359031066,2.238004578582125,181.97182200035496,10.853333333333333
2025-09-25 02:08:00,0.9052558710818511,0.0,0.0,0.0,0.9052558710818511,4.952384677082262,2.242853161022349,182.1561523074859,10.846666666666668
2025-09-25 02:09:00,0.9058207547169811,0.0,0.0,0.0,0.9058207547169811,4.936493084894244,2.247647298361692,182.34177426368214,10.84
2025-09-25 02:10:00,0.9063857493857493,0.0,0.0,0.0,0.9063857493857493,4.920591580519056,2.252386755251322,182.52868433496914,10.833333333333334
2025-09-25 02:11:00,0.9069508551208965,0.0,0.0,0.0,0.9069508551208965,4.904680162008163,2.257071301516548,182.71687896284863,10.826666666666666
2025-09-25 02:12:00,0.9075160719551755,0.0,0.0,0.0,0.9075160719551755,4.888758827412459,2.261700712202923,182.90635456436607,10.82
2025-09-25 02:13:00,0.9080813999213527,0.0,0.0,0.0,0.9080813999213527,4.872827574782259,2.2662747676226345,183.09710753217922,10.813333333333334
2025-09-25 02:14:00,0.9086468390522072,0.0,0.0,0.0,0.9086468390522072,4.856886402167308,2.270793253401194,183.28913423462657,10.806666666666667
2025-09-25 02:15:00,0.909212389380531,0.0,0.0,0.0,0.909212389380531,4.840935307616772,2.2752559605244205,183.48243101579638,10.8
2025-09-25 02:16:00,0.9097780509391288,0.0,0.0,0.0,0.9097780509391288,4.824974289179243,2.279662685385728,183.67699419559665,10.793333333333333
2025-09-25 02:17:00,0.9103438237608182,0.0,0.0,0.0,0.9103438237608182,4.809003344902738,2.2840132298337115,183.8728200698249,10.786666666666667
2025-09-25 02:18:00,0.9109097078784301,0.0,0.0,0.0,0.9109097078784301,4.7930224728346955,2.2883074012200506,184.06990491023876,10.780000000000001
2025-09-25 02:19:00,0.9114757033248081,0.0,0.0,0.0,0.9114757033248081,4.777031671021979,2.2925450124477056,184.26824496462692,10.773333333333333
2025-09-25 02:20:00,0.9120418101328086,0.0,0.0,0.0,0.9120418101328086,4.761030937510878,2.29672588201944,184.46783645688066,10.766666666666667
2025-09-25 02:21:00,0.9126080283353011,0.0,0.0,0.0,0.9126080283353011,4.7450202703471005,2.3008498340866437,184.6686755870657,10.76
2025-09-25 02:22:00,0.9131743579651677,0.0,0.0,0.0,0.9131743579651677,4.728999667575782,2.3049166984984755,184.87075853149446,10.753333333333334
2025-09-25 02:23:00,0.9137407990553041,0.0,0.0,0.0,0.9137407990553041,4.712969127241479,2.308926310851313,185.074081442799,10.746666666666666
2025-09-25 02:24:00,0.9143073516386182,0.0,0.0,0.0,0.9143073516386182,4.6969286473881695,2.312878512538522,185.27864045000422,10.74
2025-09-25 02:25:00,0.9148740157480314,0.0,0.0,0.0,0.9148740157480314,4.6808782260592565,2.316773150800532,185.48443165860138,10.733333333333334
2025-09-25 02:26:00,0.915440791416478,0.0,0.0,0.0,0.915440791416478,4.664817861297564,2.320610078775229,185.69145115062264,10.726666666666667
2025-09-25 02:27:00,0.9160076786769048,0.0,0.0,0.0,0.9160076786769048,4.6487475511453376,2.3243891555486553,185.89969498471515,10.72
2025-09-25 02:28:00,0.9165746775622724,0.0,0.0,0.0,0.9165746775622724,4.6326672936442455,2.328110246206018,186.10915919621658,10.713333333333333
2025-09-25 02:29:00,0.9171417881055534,0.0,0.0,0.0,0.9171417881055534,4.616577086835376,2.331773221883,186.31983979723023,10.706666666666667
2025-09-25 02:30:00,0.9177090103397342,0.0,0.0,0.0,0.9177090103397342,4.60047692875924,2.3353779598173796,186.5317327767012,10.7
2025-09-25 02:31:00,0.9182763442978137,0.0,0.0,0.0,0.9182763442978137,4.584366817455769,2.338924343400939,186.74483410049254,10.693333333333333
2025-09-25 02:32:00,0.918843790012804,0.0,0.0,0.0,0.918843790012804,4.568246750964317,2.3424122622316728,186.95913971146226,10.686666666666667
2025-09-25 02:33:00,0.9194113475177305,0.0,0.0,0.0,0.9194113475177305,4.5521167273236545,2.3458416121662813,187.1746455295404,10.68
2025-09-25 02:34:00,0.919979016845631,0.0,0.0,0.0,0.919979016845631,4.535976744571976,2.349212295372947,187.3913474518069,10.673333333333334
2025-09-25 02:35:00,0.9205467980295567,0.0,0.0,0.0,0.9205467980295567,4.5198268007468965,2.3525242203843817,187.60924135256946,10.666666666666666
2025-09-25 02:36:00,0.9211146911025717,0.0,0.0,0.0,0.9211146911025717,4.503666893885448,2.355777302151148,187.82832308344234,10.66
2025-09-25 02:37:00,0.9216826960977532,0.0,0.0,0.0,0.9216826960977532,4.487497022024084,2.3589714620952313,188.04858847342516,10.653333333333334
2025-09-25 02:38:00,0.9222508130481916,0.0,0.0,0.0,0.9222508130481916,4.4713171831986775,2.36210662816387,188.27003332898244,10.646666666666667
2025-09-25 02:39:00,0.9228190419869899,0.0,0.0,0.0,0.9228190419869899,4.45512737544452,2.3651827348836183,188.49265343412324,10.64
2025-09-25 02:40:00,0.9233873829472647,0.0,0.0,0.0,0.9233873829472647,4.438927596796322,2.368199723414641,188.71644455048175,10.633333333333333
2025-09-25 02:41:00,0.923955835962145,0.0,0.0,0.0,0.923955835962145,4.422717845288214,2.371157541605225,188.94140241739768,10.626666666666667
2025-09-25 02:42:00,0.9245244010647736,0.0,0.0,0.0,0.9245244010647736,4.406498118953745,2.3740561440464942,189.16752275199752,10.620000000000001
2025-09-25 02:43:00,0.925093078288306,0.0,0.0,0.0,0.925093078288306,4.390268415825879,2.3768954921273133,189.39480124927601,10.613333333333333
2025-09-25 02:44:00,0.9256618676659105,0.0,0.0,0.0,0.9256618676659105,4.374028733937004,2.3796755540893724,189.62323358217827,10.606666666666667
2025-09-25 02:45:00,0.9262307692307693,0.0,0.0,0.0,0.9262307692307693,4.35777907131892,2.382396305082423,189.85281540168182,10.6
2025-09-25 02:46:00,0.9267997830160765,0.0,0.0,0.0,0.9267997830160765,4.341519426002849,2.3850577272196682,190.08354233687982,10.593333333333334
2025-09-25 02:47:00,0.9273689090550405,0.0,0.0,0.0,0.9273689090550405,4.325249796019427,2.387659809633267,190.31540999506404,10.586666666666666
2025-09-25 02:48:00,0.927938147380882,0.0,0.0,0.0,0.927938147380882,4.30897017939871,2.3902025485299547,190.54841396180848,10.58
2025-09-25 02:49:00,0.928507498026835,0.0,0.0,0.0,0.928507498026835,4.292680574170169,2.392685947246743,190.78254980105342,10.573333333333334
2025-09-25 02:50:00,0.929076961026147,0.0,0.0,0.0,0.929076961026147,4.276380978362693,2.3951100163066905,191.0178130551901,10.566666666666666
2025-09-25 02:51:00,0.9296465364120782,0.0,0.0,0.0,0.9296465364120782,4.260071390004586,2.397474773474714,191.25419924514517,10.56
2025-09-25 02:52:00,0.930216224217902,0.0,0.0,0.0,0.930216224217902,4.24375180712357,2.39978024381342,191.49170387046638,10.553333333333333
2025-09-25 02:53:00,0.9307860244769048,0.0,0.0,0.0,0.9307860244769048,4.227422227746782,2.402026459738931,191.73032240940796,10.546666666666667
2025-09-25 02:54:00,0.9313559372223867,0.0,0.0,0.0,0.9313559372223867,4.211082649900775,2.4042134610766857,191.970050319017,10.54
2025-09-25 02:55:00,0.9319259624876604,0.0,0.0,0.0,0.9319259624876604,4.194733071611518,2.406341295117171,192.21088303521952,10.533333333333333
2025-09-25 02:56:00,0.9324961003060518,0.0,0.0,0.0,0.9324961003060518,4.178373490904394,2.4084100166715796,192.45281597290793,10.526666666666667
2025-09-25 02:57:00,0.9330663507109005,0.0,0.0,0.0,0.9330663507109005,4.162003905804203,2.410419688127344,192.69584452602763,10.52
2025-09-25 02:58:00,0.9336367137355585,0.0,0.0,0.0,0.9336367137355585,4.145624314335158,2.4123703795035283,192.93996406766547,10.513333333333334
2025-09-25 02:59:00,0.9342071894133913,0.0,0.0,0.0,0.9342071894133913,4.129234714520887,2.414262168506035,193.18516995013718,10.506666666666666
2025-09-25 03:00:00,0.9347777777777778,0.0,0.0,0.0,0.9347777777777778,4.112835104384435,2.4160951405826054,193.4314575050762,10.5
2025-09-25 03:01:00,0.9349204424800613,0.0,0.0,0.0,0.9349204424800613,4.096432991358469,2.4178693889775693,193.67882204352253,10.498333333333333
2025-09-25 03:02:00,0.9350631142278631,0.0,0.0,0.0,0.9350631142278631,4.080028375319384,2.419585014786306,193.92725885601192,10.496666666666666
2025-09-25 03:03:00,0.9352057930217054,0.0,0.0,0.0,0.9352057930217054,4.0636212561435645,2.4212421270093913,194.17676321266563,10.495
2025-09-25 03:04:00,0.9353484788621098,0.0,0.0,0.0,0.9353484788621098,4.047211633707387,2.422840842606374,194.42733036328022,10.493333333333334
2025-09-25 03:05:00,0.9354911717495986,0.0,0.0,0.0,0.9354911717495986,4.0307995078872185,2.4243812865491567,194.6789555374185,10.491666666666667
2025-09-25 03:06:00,0.935633871684694,0.0,0.0,0.0,0.935633871684694,4.014384878559417,2.4258635918749287,194.93163394449965,10.49
2025-09-25 03:07:00,0.9357765786679179,0.0,0.0,0.0,0.9357765786679179,3.997967745600331,2.427287899738609,195.1853607738913,10.488333333333333
